,event_name,weight_class,fighter_1,action,fighter_2,round,time,method
4351,The Ultimate Fighter: Team Hughes vs. Team Franklin Finale,Welterweight,Kenny Florian,def.,Kit Cope,2,0:37,Submission (rear-naked choke)
4352,The Ultimate Fighter: Team Hughes vs. Team Franklin Finale,Welterweight,Josh Burkman,def.,Sam Morgan,1,0:21,KO (slam)
4353,The Ultimate Fighter: Team Hughes vs. Team Franklin Finale,Welterweight,Melvin Guillard,def.,Marcus Davis,2,2:55,TKO (doctor stoppage)
4354,The Ultimate Fighter: Team Hughes vs. Team Franklin Finale,Heavyweight,Keith Jardine,def.,Kerry Schall,2,3:28,TKO (leg kicks)
4355,UFC 55: Fury,Heavyweight,Andrei Arlovski,def.,Paul Buentello,1,0:15,KO (punch)
4356,UFC 55: Fury,Heavyweight,Branden Lee Hinkle,def.,Sean Gannon,1,4:14,TKO (punches)
4357,UFC 55: Fury,Light Heavyweight,Forrest Griffin,def.,Elvis Sinosic,1,3:22,TKO (punches)
4358,UFC 55: Fury,Light Heavyweight,Renato Sobral,def.,Chael Sonnen,2,1:20,Submission (triangle choke)
4359,UFC 55: Fury,Welterweight,Joe Riggs,def.,Chris Lytle,2,2:00,TKO (cut)
4360,UFC 55: Fury,Middleweight,Jorge Rivera,def.,Dennis Hallman,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
4361,UFC 55: Fury,Heavyweight,Marcio Cruz,def.,Keigo Kunihara,2,1:02,Submission (rear-naked choke)
4362,UFC 55: Fury,Light Heavyweight,Alessio Sakara,vs.,Ron Faircloth,2,0:10,No Contest (groin kick)
4363,UFC Ultimate Fight Night 2,Middleweight,David Loiseau,def.,Evan Tanner,2,4:15,TKO (doctor stoppage)
4364,UFC Ultimate Fight Night 2,Middleweight,Chris Leben,def.,Edwin Dewees,1,3:26,Submission (armbar)
4365,UFC Ultimate Fight Night 2,Heavyweight,Brandon Vera,def.,Fabiano Scherner,2,3:22,TKO (knees)
4366,UFC Ultimate Fight Night 2,Welterweight,Drew Fickett,def.,Josh Koscheck,3,4:28,Technical Submission (rear-naked choke)
4367,UFC Ultimate Fight Night 2,Welterweight,Spencer Fisher,def.,Thiago Alves,2,4:43,Submission (triangle choke)
4368,UFC Ultimate Fight Night 2,Middleweight,Jon Fitch,def.,Brock Larson,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
4369,UFC Ultimate Fight Night 2,Welterweight,Jonathan Goulet,def.,Jay Hieron,3,1:05,TKO (doctor stoppage)
4370,UFC 54: Boiling Point,Light Heavyweight,Chuck Liddell,def.,Jeremy Horn,4,2:46,TKO (punches)
4371,UFC 54: Boiling Point,Heavyweight,Tim Sylvia,def.,Tra Telligman,1,4:59,KO (head kick)
4372,UFC 54: Boiling Point,Light Heavyweight,Randy Couture,def.,Mike Van Arsdale,3,0:52,Submission (anaconda choke)
4373,UFC 54: Boiling Point,Welterweight,Diego Sanchez,def.,Brian Gassaway,2,1:56,Submission (punches)
4374,UFC 54: Boiling Point,Welterweight,Georges St-Pierre,def.,Frank Trigg,1,4:09,Submission (rear-naked choke)
4375,UFC 54: Boiling Point,Middleweight,Matt Lindland,def.,Joe Doerksen,3,5:00,Decision (unanimous)
4376,UFC 54: Boiling Point,Middleweight,Trevor Prangley,def.,Travis Lutter,3,5:00,Decision (unanimous)
4377,UFC 54: Boiling Point,Light Heavyweight,James Irvin,def.,Terry Martin,2,0:09,KO (flying knee)
4378,UFC Ultimate Fight Night,Middleweight,Nate Marquardt,def.,Ivan Salaverry,3,5:00,"Decision (unanimous) (30–27, 30–27, 29–28)"
4379,UFC Ultimate Fight Night,Middleweight,Chris Leben,def.,Patrick Cote,3,5:00,"Decision (split) (29–28, 30–27, 27–29)"
4380,UFC Ultimate Fight Night,Light Heavyweight,Stephan Bonnar,def.,Sam Hoger,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
4381,UFC Ultimate Fight Night,Middleweight,Nate Quarry,def.,Pete Sell,1,0:42,TKO (punch)
4382,UFC Ultimate Fight Night,Welterweight,Josh Koscheck,def.,Pete Spratt,1,1:53,Submission (rear-naked choke)
4383,UFC Ultimate Fight Night,Middleweight,Mike Swick,def.,Gideon Ray,1,0:22,TKO (punches)
4384,UFC Ultimate Fight Night,Welterweight,Kenny Florian,def.,Alex Karalexis,2,2:52,TKO (doctor stoppage)
4385,UFC Ultimate Fight Night,Welterweight,Drew Fickett,def.,Josh Neer,1,1:35,Technical Submission (rear-naked choke)
4386,UFC 53: Heavy Hitters,Heavyweight,Andrei Arlovski,def.,Justin Eilers,1,4:10,TKO (punches)
4387,UFC 53: Heavy Hitters,Welterweight,Karo Parisyan,def.,Matt Serra,3,5:00,"Decision (unanimous) (30–27, 30–27, 29–28)"
4388,UFC 53: Heavy Hitters,Middleweight,Rich Franklin,def.,Evan Tanner,4,3:25,TKO (doctor stoppage)
4389,UFC 53: Heavy Hitters,Light Heavyweight,Forrest Griffin,def.,Bill Mahood,1,2:18,Submission (rear-naked choke)
4390,UFC 53: Heavy Hitters,Heavyweight,Paul Buentello,def.,Kevin Jordan,1,4:00,Submission (guillotine choke / Exhaustion)
4391,UFC 53: Heavy Hitters,Middleweight,Nate Quarry,def.,Shonie Carter,1,2:37,TKO (punches)
4392,UFC 53: Heavy Hitters,Middleweight,David Loiseau,def.,Charles McCarthy,2,2:10,TKO (spinning back kick and flying knee)
4393,UFC 53: Heavy Hitters,Welterweight,Nick Diaz,def.,Koji Oishi,1,1:24,KO (punches)
4394,UFC 52: Couture vs. Liddell,Light Heavyweight,Chuck Liddell,def.,Randy Couture,1,2:06,KO (punches)
4395,UFC 52: Couture vs. Liddell,Light Heavyweight,Renato Sobral,def.,Travis Wiuff,2,0:24,Submission (armbar)
4396,UFC 52: Couture vs. Liddell,Welterweight,Matt Hughes,def.,Frank Trigg,1,4:05,Submission (rear-naked choke)
4397,UFC 52: Couture vs. Liddell,Middleweight,Matt Lindland,def.,Travis Lutter,2,3:15,Submission (guillotine choke)
4398,UFC 52: Couture vs. Liddell,Welterweight,Georges St-Pierre,def.,Jason Miller,3,5:00,"Decision (unanimous) (30-27, 30-27, 30-27)"
4399,UFC 52: Couture vs. Liddell,Middleweight,Ivan Salaverry,def.,Joe Riggs,1,2:42,Submission (triangle choke)
4400,UFC 52: Couture vs. Liddell,Middleweight,Joe Doerksen,def.,Patrick Cote,3,2:35,Submission (rear-naked choke)
4401,UFC 52: Couture vs. Liddell,Light Heavyweight,Mike Van Arsdale,def.,John Marsh,3,5:00,Decision (unanimous)
4402,The Ultimate Fighter: Team Couture vs. Team Liddell Finale,Light Heavyweight,Rich Franklin,def.,Ken Shamrock,1,2:42,TKO (punches)
4403,The Ultimate Fighter: Team Couture vs. Team Liddell Finale,Light Heavyweight,Forrest Griffin,def.,Stephan Bonnar,3,5:00,Decision (unanimous)
4404,The Ultimate Fighter: Team Couture vs. Team Liddell Finale,Middleweight,Diego Sanchez,def.,Kenny Florian,1,2:49,TKO (punches)
4405,The Ultimate Fighter: Team Couture vs. Team Liddell Finale,Light Heavyweight,Sam Hoger,def.,Bobby Southworth,3,5:00,Decision (unanimous)
4406,The Ultimate Fighter: Team Couture vs. Team Liddell Finale,Middleweight,Chris Leben,def.,Jason Thacker,1,1:35,TKO (punches)
4407,The Ultimate Fighter: Team Couture vs. Team Liddell Finale,Middleweight,Josh Koscheck,def.,Chris Sanford,1,4:21,KO (punch)
4408,The Ultimate Fighter: Team Couture vs. Team Liddell Finale,Middleweight,Nate Quarry,def.,Lodune Sincaid,1,3:17,TKO (punches)
4409,The Ultimate Fighter: Team Couture vs. Team Liddell Finale,Middleweight,Mike Swick,def.,Alex Schoenauer,1,0:20,KO (punch)
4410,The Ultimate Fighter: Team Couture vs. Team Liddell Finale,Welterweight,Alex Karalexis,def.,Josh Rafferty,1,1:40,TKO (punches)
4411,UFC 51: Super Saturday,Light Heavyweight,Tito Ortiz,def.,Vitor Belfort,3,5:00,"Decision (split) (29–28, 28–29, 29–28)"
4412,UFC 51: Super Saturday,Middleweight,Pete Sell,def.,Phil Baroni,3,4:19,Submission (guillotine choke)
4413,UFC 51: Super Saturday,Heavyweight,Andrei Arlovski,def.,Tim Sylvia,1,0:47,Submission (achilles lock)
4414,UFC 51: Super Saturday,Middleweight,Evan Tanner,def.,David Terrell,1,4:35,TKO (punches)
4415,UFC 51: Super Saturday,Heavyweight,Paul Buentello,def.,Justin Eilers,1,3:34,KO (punch)
4416,UFC 51: Super Saturday,Heavyweight,Mike Kyle,def.,James Irvin,1,1:55,KO (punch)
4417,UFC 51: Super Saturday,Middleweight,David Loiseau,def.,Gideon Ray,1,5:00,TKO (doctor stoppage)
4418,UFC 51: Super Saturday,Welterweight,Karo Parisyan,def.,Chris Lytle,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
4419,UFC 51: Super Saturday,Welterweight,Nick Diaz,def.,Drew Fickett,1,4:40,TKO (punches)
4420,UFC 50: The War of '04,Light Heavyweight,Tito Ortiz,def.,Patrick Côté,3,5:00,"Decision (unanimous) (30–27, 30–26, 30–26)"
4421,UFC 50: The War of '04,Middleweight,Rich Franklin,def.,Jorge Rivera,3,4:28,Submission (armbar)
4422,UFC 50: The War of '04,Welterweight,Matt Hughes,def.,Georges St-Pierre,1,4:59,Submission (armbar)
4423,UFC 50: The War of '04,Welterweight,Frank Trigg,def.,Renato Verissimo,2,2:11,TKO (elbows)
4424,UFC 50: The War of '04,Middleweight,Evan Tanner,def.,Robbie Lawler,1,2:22,Submission (triangle choke)
4425,UFC 50: The War of '04,Middleweight,Ivan Salaverry,def.,Tony Fryklund,1,1:36,Submission (body triangle)
4426,UFC 50: The War of '04,Light Heavyweight,Travis Lutter,def.,Marvin Eastman,2,0:43,KO (punch)
4427,UFC 49: Unfinished Business,Light Heavyweight,Randy Couture,def.,Vitor Belfort,3,5:00,TKO (doctor stoppage)
4428,UFC 49: Unfinished Business,Middleweight,Joe Riggs,def.,Joe Doerksen,2,3:39,Submission (elbows)
4429,UFC 49: Unfinished Business,Light Heavyweight,Chuck Liddell,def.,Vernon White,1,4:05,KO (punch)
4430,UFC 49: Unfinished Business,Middleweight,David Terrell,def.,Matt Lindland,1,0:24,KO (punches)
4431,UFC 49: Unfinished Business,Heavyweight,Justin Eilers,def.,Mike Kyle,1,1:14,KO (punch)
4432,UFC 49: Unfinished Business,Welterweight,Chris Lytle,def.,Ronald Jhun,2,1:17,Submission (guillotine choke)
4433,UFC 49: Unfinished Business,Welterweight,Karo Parisyan,def.,Nick Diaz,3,5:00,Decision (split)
4434,UFC 49: Unfinished Business,Lightweight,Yves Edwards,def.,Josh Thomson,1,4:32,KO (flying head kick and punches)
4435,UFC 48: Payback,Heavyweight,Ken Shamrock,def.,Kimo Leopoldo,1,1:26,KO (knee)
4436,UFC 48: Payback,Welterweight,Frank Trigg,def.,Dennis Hallman,1,4:15,TKO (punches)
4437,UFC 48: Payback,Heavyweight,Frank Mir,def.,Tim Sylvia,1,0:50,Technical Submission (armbar)
4438,UFC 48: Payback,Welterweight,Matt Hughes,def.,Renato Verissimo,3,5:00,Decision (unanimous)
4439,UFC 48: Payback,Middleweight,Evan Tanner,def.,Phil Baroni,3,5:00,Decision (unanimous)
4440,UFC 48: Payback,Lightweight,Matt Serra,def.,Ivan Menjivar,3,5:00,Decision (unanimous)
4441,UFC 48: Payback,Middleweight,Trevor Prangley,def.,Curtis Stout,2,1:05,Submission (neck crank)
4442,UFC 48: Payback,Welterweight,Georges St-Pierre,def.,Jay Hieron,1,1:42,TKO (punches)
4443,UFC 47: It's On!,Light Heavyweight,Chuck Liddell,def.,Tito Ortiz,2,0:38,KO (punches)
4444,UFC 47: It's On!,Welterweight,Chris Lytle,def.,Tiki Ghosn,2,1:55,Submission (bulldog choke)
4445,UFC 47: It's On!,Lightweight,Yves Edwards,def.,Hermes Franca,3,5:00,"Decision (split) (29–28, 29–28, 28–29)"
4446,UFC 47: It's On!,Heavyweight,Andrei Arlovski,def.,Wesley Correira,2,1:15,TKO (punches)
4447,UFC 47: It's On!,Welterweight,Nick Diaz,def.,Robbie Lawler,2,1:31,KO (punch)
4448,UFC 47: It's On!,Heavyweight,Mike Kyle,def.,Wes Sims,1,4:59,KO (punch)
4449,UFC 47: It's On!,Heavyweight,Jonathan Wiezorek,def.,Wade Shipp,1,4:40,TKO (punches)
4450,UFC 47: It's On!,Lightweight,Genki Sudo,def.,Mike Brown,1,3:31,Submission (triangle armbar)
4451,UFC 46: Supernatural,Light Heavyweight,Vitor Belfort,def.,Randy Couture,1,0:54,TKO (doctor stoppage)
4452,UFC 46: Supernatural,Welterweight,B.J. Penn,def.,Matt Hughes,1,4:37,Submission (rear-naked choke)
4453,UFC 46: Supernatural,Heavyweight,Frank Mir,def.,Wes Sims,2,4:21,KO (knee and punches)
4454,UFC 46: Supernatural,Catchweight (175 lb),Renato Verissimo,def.,Carlos Newton,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
4455,UFC 46: Supernatural,Middleweight,Lee Murray,def.,Jorge Rivera,1,1:45,Submission (triangle armbar)
4456,UFC 46: Supernatural,Welterweight,Georges St-Pierre,def.,Karo Parisyan,3,5:00,"Decision (unanimous) (29–28, 30–27, 30–27)"
4457,UFC 46: Supernatural,Lightweight,Josh Thomson,def.,Hermes Franca,3,5:00,"Decision (unanimous) (29–28, 29–28, 29–28)"
4458,UFC 46: Supernatural,Lightweight,Matt Serra,def.,Jeff Curran,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
4459,UFC 45: Revolution,Welterweight,Matt Hughes,def.,Frank Trigg,1,3:54,Submission (standing rear-naked choke)
4460,UFC 45: Revolution,Middleweight,Matt Lindland,def.,Falaniko Vitale,3,4:23,Submission (punches)
4461,UFC 45: Revolution,Heavyweight,Wesley Correira,def.,David Abbott,1,2:14,TKO (doctor stoppage)
4462,UFC 45: Revolution,Middleweight,Evan Tanner,def.,Phil Baroni,1,4:42,TKO (punches)
4463,UFC 45: Revolution,Welterweight,Robbie Lawler,def.,Chris Lytle,3,5:00,"Decision (unanimous) (29–28, 29–28, 29–28)"
4464,UFC 45: Revolution,Heavyweight,Pedro Rizzo,def.,Ricco Rodriguez,3,5:00,"Decision (unanimous) (30–27, 29–28, 30–27)"
4465,UFC 45: Revolution,Middleweight,Keith Rockel,def.,Chris Liguori,1,3:29,Submission (guillotine choke)
4466,UFC 45: Revolution,Lightweight,Yves Edwards,def.,Nick Agallar,2,2:14,TKO (punches)
4467,UFC 44: Undisputed,Light Heavyweight,Randy Couture,def.,Tito Ortiz,5,5:00,Decision (unanimous)
4468,UFC 44: Undisputed,Heavyweight,Tim Sylvia,def.,Gan McGee,1,1:54,TKO (punches)
4469,UFC 44: Undisputed,Heavyweight,Andrei Arlovski,def.,Vladimir Matyushenko,1,1:59,KO (punch)
4470,UFC 44: Undisputed,Middleweight,Jorge Rivera,def.,David Loiseau,3,5:00,Decision (unanimous)
4471,UFC 44: Undisputed,Light Heavyweight,Rich Franklin,def.,Edwin Dewees,1,3:35,TKO (punches and knees)
4472,UFC 44: Undisputed,Welterweight,Karo Parisyan,def.,Dave Strasser,1,3:52,Submission (kimura)
4473,UFC 44: Undisputed,Lightweight,Josh Thomson,def.,Gerald Strebendt,1,2:45,KO (punches)
4474,UFC 44: Undisputed,Welterweight,Nick Diaz,def.,Jeremy Jackson,3,2:04,Submission (armbar)
4475,UFC 44: Undisputed,Lightweight,Hermes Franca,def.,Caol Uno,2,2:46,KO (punch)
4476,UFC 43: Meltdown,Light Heavyweight,Randy Couture,def.,Chuck Liddell,3,2:39,TKO (punches)
4477,UFC 43: Meltdown,Heavyweight,Kimo Leopoldo,def.,David Abbott,1,1:59,Submission (arm-triangle choke)
4478,UFC 43: Meltdown,Light Heavyweight,Vitor Belfort,def.,Marvin Eastman,1,1:07,TKO (knees and punches)
4479,UFC 43: Meltdown,Heavyweight,Vernon White,vs.,Ian Freeman,3,5:00,"Draw (split) (28–29, 30–27, 29–29)"
4480,UFC 43: Meltdown,Heavyweight,Frank Mir,def.,Wes Sims,1,2:55,Disqualification (kicking a downed opponent)
4481,UFC 43: Meltdown,Heavyweight,Pedro Rizzo,def.,Tra Telligman,2,4:24,TKO (doctor stoppage)
4482,UFC 43: Meltdown,Middleweight,Falaniko Vitale,def.,Matt Lindland,1,1:56,TKO (slam)
4483,UFC 43: Meltdown,Lightweight,Yves Edwards,def.,Eddie Ruiz,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
4484,UFC 42: Sudden Impact,Welterweight,Matt Hughes,def.,Sean Sherk,5,5:00,"Decision (unanimous) (49–46, 48–47, 48–45)"
4485,UFC 42: Sudden Impact,Welterweight,Pete Spratt,def.,Robbie Lawler,2,2:28,Submission (injury)
4486,UFC 42: Sudden Impact,Welterweight,Dave Strasser,def.,Romie Aram,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
4487,UFC 42: Sudden Impact,Heavyweight,Wesley Correira,def.,Sean Alvarez,2,1:46,TKO (knees and punches)
4488,UFC 42: Sudden Impact,Light Heavyweight,Rich Franklin,def.,Evan Tanner,1,2:40,TKO (punches)
4489,UFC 42: Sudden Impact,Lightweight,Duane Ludwig,def.,Genki Sudo,3,5:00,"Decision (unanimous) (29–28, 29–28, 29–28)"
4490,UFC 42: Sudden Impact,Lightweight,Hermes Franca,def.,Rich Crunkilton,3,5:00,"Decision (unanimous) (29–28, 29–28, 29–28)"
4491,UFC 42: Sudden Impact,Middleweight,David Loiseau,def.,Mark Weir,1,3:55,KO (punches)
4492,UFC 41: Onslaught,Heavyweight,Tim Sylvia,def.,Ricco Rodriguez,1,3:09,TKO (punches)
4493,UFC 41: Onslaught,Heavyweight,Frank Mir,def.,David Abbott,1,0:46,Submission (toe hold)
4494,UFC 41: Onslaught,Lightweight,B.J. Penn,vs.,Caol Uno,5,5:00,"Draw (split) (48–46, 47–48, 48–48)"
4495,UFC 41: Onslaught,Middleweight,Matt Lindland,def.,Phil Baroni,3,5:00,"Decision (unanimous) (29–28, 29–28, 29–28)"
4496,UFC 41: Onslaught,Heavyweight,Vladimir Matyushenko,def.,Pedro Rizzo,3,5:00,"Decision (unanimous) (29–28, 30–27, 29–28)"
4497,UFC 41: Onslaught,Lightweight,Din Thomas,def.,Matt Serra,3,5:00,Decision (split)
4498,UFC 41: Onslaught,Heavyweight,Gan McGee,def.,Alexandre Dantas,1,4:49,TKO (punches)
4499,UFC 41: Onslaught,Lightweight,Yves Edwards,def.,Rich Clementi,3,4:07,Submission (rear-naked choke)
4500,UFC 40: Vendetta,Light Heavyweight,Tito Ortiz,def,Ken Shamrock,3,5:00,TKO (corner stoppage)
4501,UFC 40: Vendetta,Light Heavyweight,Chuck Liddell,def.,Renato Sobral,1,2:55,TKO (head kick and punches)
4502,UFC 40: Vendetta,Welterweight,Matt Hughes,def.,Gil Castillo,1,5:00,TKO (doctor stoppage)
4503,UFC 40: Vendetta,Welterweight,Carlos Newton,def.,Pete Spratt,1,1:45,Submission (kimura)
4504,UFC 40: Vendetta,Welterweight,Robbie Lawler,def.,Tiki Ghosn,1,1:29,TKO (punches)
4505,UFC 40: Vendetta,Heavyweight,Andrei Arlovski,def.,Ian Freeman,1,1:25,TKO (punches)
4506,UFC 40: Vendetta,Heavyweight,Vladimir Matyushenko,def.,Travis Wiuff,1,4:10,Submission (punches)
4507,UFC 40: Vendetta,Middleweight,Phillip Miller,def.,Mark Weir,2,4:50,Submission (rear-naked choke)
4508,UFC 39: The Warriors Return,Heavyweight,Ricco Rodriguez,def.,Randy Couture,5,3:04,Submission (elbow)
4509,UFC 39: The Warriors Return,Heavyweight,Tim Sylvia,def.,Wesley Correira,2,1:43,TKO (corner stoppage)
4510,UFC 39: The Warriors Return,Lightweight,B.J. Penn,def.,Matt Serra,3,5:00,Decision (unanimous)
4511,UFC 39: The Warriors Return,Lightweight,Caol Uno,def.,Din Thomas,3,5:00,Decision (unanimous)
4512,UFC 39: The Warriors Return,Heavyweight,Gan McGee,def.,Pedro Rizzo,1,5:00,TKO (corner stoppage)
4513,UFC 39: The Warriors Return,Middleweight,Phil Baroni,def.,Dave Menne,1,0:18,KO (punches)
4514,UFC 39: The Warriors Return,Middleweight,Matt Lindland,def.,Ivan Salaverry,3,5:00,Decision (unanimous)
4515,UFC 39: The Warriors Return,Welterweight,Sean Sherk,def.,Benji Radach,1,4:16,TKO (doctor stoppage)
4516,UFC 38: Brawl at the Hall,Welterweight,Matt Hughes,def.,Carlos Newton,4,3:27,TKO (punches)
4517,UFC 38: Brawl at the Hall,Heavyweight,Ian Freeman,def.,Frank Mir,1,4:35,TKO (referee stoppage)
4518,UFC 38: Brawl at the Hall,Middleweight,Mark Weir,def.,Eugene Jackson,1,0:10,KO (punch)
4519,UFC 38: Brawl at the Hall,Lightweight,Genki Sudo,def.,Leigh Remedios,2,1:38,Submission (rear-naked choke)
4520,UFC 38: Brawl at the Hall,Light Heavyweight,Phillip Miller,def.,James Zikic,3,5:00,"Decision (unanimous) (29–28, 29–28, 29–28)"
4521,UFC 38: Brawl at the Hall,Light Heavyweight,Renato Sobral,def.,Elvis Sinosic,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–26)"
4522,UFC 38: Brawl at the Hall,Light Heavyweight,Evan Tanner,def.,Chris Haseman,3,5:00,"Decision (unanimous) (30–26, 30–26, 30–27)"
4523,UFC 37.5: As Real As It Gets,Light Heavyweight,Chuck Liddell,def.,Vitor Belfort,3,5:00,"Decision (unanimous) (30–27, 30–27, 29–28)"
4524,UFC 37.5: As Real As It Gets,Welterweight,Benji Radach,def.,Nick Serra,3,5:00,"Decision (unanimous) (29–28, 30–27, 30–27)"
4525,UFC 37.5: As Real As It Gets,Welterweight,Pete Spratt,def.,Zach Light,1,2:25,Submission (armbar)
4526,UFC 37.5: As Real As It Gets,Welterweight,Robbie Lawler,def.,Steve Berger,2,0:27,TKO (punches)
4527,UFC 37.5: As Real As It Gets,Middleweight,Tony Fryklund,def.,Rodrigo Ruas,2,3:34,TKO (punches)
4528,UFC 37.5: As Real As It Gets,Lightweight,Yves Edwards,def.,Joao Marcos Pierini,1,1:19,TKO (injury)
4529,UFC 37: High Impact,Middleweight,Murilo Bustamante,def.,Matt Lindland,3,1:33,Submission (guillotine choke)
4530,UFC 37: High Impact,Heavyweight,Ricco Rodriguez,def.,Tsuyoshi Kosaka,2,3:25,TKO (punches)
4531,UFC 37: High Impact,Lightweight,B.J. Penn,def.,Paul Creighton,2,3:23,TKO (punches)
4532,UFC 37: High Impact,Middleweight,Phil Baroni,def.,Amar Suloev,1,2:55,TKO (punches)
4533,UFC 37: High Impact,Lightweight,Caol Uno,def.,Yves Edwards,3,5:00,Decision (unanimous)
4534,UFC 37: High Impact,Middleweight,Ivan Salaverry,def.,Andrei Semenov,3,2:27,TKO (punches)
4535,UFC 37: High Impact,Welterweight,Benji Radach,vs.,Steve Berger,1,0:27,No Contest
4536,UFC 37: High Impact,Welterweight,Robbie Lawler,def.,Aaron Riley,3,5:00,Decision (unanimous)
4537,UFC 36: Worlds Collide,Heavyweight,Josh Barnett,def.,Randy Couture,2,4:35,TKO (punches)
4538,UFC 36: Worlds Collide,Heavyweight,Pedro Rizzo,def.,Andrei Arlovski,3,1:45,KO (punches)
4539,UFC 36: Worlds Collide,Welterweight,Matt Hughes,def.,Hayato Sakurai,4,3:01,TKO (punches)
4540,UFC 36: Worlds Collide,Middleweight,Matt Lindland,def.,Pat Miletich,1,3:09,TKO (punches)
4541,UFC 36: Worlds Collide,Light Heavyweight,Evan Tanner,def.,Elvis Sinosic,1,2:06,TKO (cut)
4542,UFC 36: Worlds Collide,Heavyweight,Frank Mir,def.,Pete Williams,1,0:46,Submission (inside shoulder lock)
4543,UFC 36: Worlds Collide,Lightweight,Matt Serra,def.,Kelly Dullanty,1,2:58,Submission (triangle choke)
4544,UFC 36: Worlds Collide,Welterweight,Sean Sherk,def.,Jutaro Nakao,3,5:00,Decision (unanimous)
4545,UFC 35: Throwdown,Lightweight,Jens Pulver,def.,B.J. Penn,5,5:00,"Decision (majority) (48–45, 47–47, 48–47)"
4546,UFC 35: Throwdown,Heavyweight,Ricco Rodriguez,def.,Jeff Monson,3,3:00,TKO (punches)
4547,UFC 35: Throwdown,Middleweight,Murilo Bustamante,def.,Dave Menne,2,0:44,TKO (punches)
4548,UFC 35: Throwdown,Light Heavyweight,Chuck Liddell,def.,Amar Suloev,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
4549,UFC 35: Throwdown,Middleweight,Andrei Semenov,def.,Ricardo Almeida,2,2:01,TKO (punches)
