,event_name,weight_class,fighter_1,action,fighter_2,round,time,method
2069,UFC 174: Johnson vs. Bagautinov,Light Heavyweight,Ryan Bader,def.,Rafael Cavalcante,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
2070,UFC 174: Johnson vs. Bagautinov,Heavyweight,Andrei Arlovski,def.,Brendan Schaub,3,5:00,"Decision (split) (28–29, 29–28, 29–28)"
2071,UFC 174: Johnson vs. Bagautinov,Light Heavyweight,Ovince Saint Preux,def.,Ryan Jimmo,2,2:10,Verbal Submission (arm injury)
2072,UFC 174: Johnson vs. Bagautinov,Welterweight,Kiichi Kunimoto,def.,Daniel Sarafian,1,2:52,Submission (rear-naked choke)
2073,UFC 174: Johnson vs. Bagautinov,Women's Bantamweight,Valérie Létourneau,def.,Elizabeth Phillips,3,5:00,"Decision (split) (28–29, 29–28, 29–28)"
2074,UFC 174: Johnson vs. Bagautinov,Bantamweight,Yves Jabouin,def.,Mike Easton,3,5:00,"Decision (unanimous) (29–28, 29–28, 29–28)"
2075,UFC 174: Johnson vs. Bagautinov,Lightweight,Tae Hyun Bang,def.,Kajan Johnson,3,2:01,KO (punch)
2076,UFC 174: Johnson vs. Bagautinov,Bantamweight,Michinori Tanaka,def.,Roland Delorme,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
2077,UFC 174: Johnson vs. Bagautinov,Lightweight,Jason Saggo,def.,Josh Shockley,1,4:57,TKO (punches)
2078,UFC Fight Night: Henderson vs. Khabilov,Lightweight,Benson Henderson,def.,Rustam Khabilov,4,1:16,Submission (rear-naked choke)
2079,UFC Fight Night: Henderson vs. Khabilov,Lightweight,Diego Sanchez,def.,Ross Pearson,3,5:00,"Decision (split)  (27–30, 30–27, 29–28)"
2080,UFC Fight Night: Henderson vs. Khabilov,Flyweight,John Dodson,def.,John Moraga,2,5:00,TKO (doctor stoppage)
2081,UFC Fight Night: Henderson vs. Khabilov,Lightweight,Rafael dos Anjos,def.,Jason High,2,3:36,TKO (punches)
2082,UFC Fight Night: Henderson vs. Khabilov,Lightweight,Piotr Hallmann,def.,Yves Edwards,3,2:31,Submission (rear-naked choke)
2083,UFC Fight Night: Henderson vs. Khabilov,Bantamweight,Bryan Caraway,def.,Érik Pérez,2,1:52,Submission (rear-naked choke)
2084,UFC Fight Night: Henderson vs. Khabilov,Bantamweight,Sergio Pettis,def.,Yaotzin Meza,3,5:00,"Decision (unanimous) (29–28, 29–28, 29–28)"
2085,UFC Fight Night: Henderson vs. Khabilov,Welterweight,Lance Benoist,def.,Bobby Voelker,3,5:00,"Decision (unanimous) (29–28, 29–28, 30–27)"
2086,UFC Fight Night: Henderson vs. Khabilov,Flyweight,Scott Jorgensen,def.,Danny Martinez,3,5:00,"Decision (unanimous) (29–28, 29–28, 30–27)"
2087,UFC Fight Night: Henderson vs. Khabilov,Lightweight,Jon Tuck,def.,Jake Lindsey,3,2:47,Submission (heel strikes to the body)
2088,UFC Fight Night: Henderson vs. Khabilov,Light Heavyweight,Patrick Cummins,def.,Roger Narvaez,2,2:28,TKO (punches)
2089,The Ultimate Fighter Brazil 3 Finale: Miocic vs. Maldonado,Heavyweight,Stipe Miocic,def.,Fábio Maldonado,1,0:35,TKO (punches)
2090,The Ultimate Fighter Brazil 3 Finale: Miocic vs. Maldonado,Heavyweight,Antônio Carlos Júnior,def.,Vitor Miranda,3,5:00,"Decision (unanimous) (30–27, 30–27, 29–28)"
2091,The Ultimate Fighter Brazil 3 Finale: Miocic vs. Maldonado,Middleweight,Warlley Alves,def.,Márcio Alexandre Jr.,3,0:25,Technical Submission (guillotine choke)
2092,The Ultimate Fighter Brazil 3 Finale: Miocic vs. Maldonado,Welterweight,Demian Maia,def.,Alexander Yakovlev,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
2093,The Ultimate Fighter Brazil 3 Finale: Miocic vs. Maldonado,Featherweight,Robbie Peralta,def.,Rony Jason,3,5:00,"Decision (split) (29–28, 27–30, 30–27)"
2094,The Ultimate Fighter Brazil 3 Finale: Miocic vs. Maldonado,Lightweight,Rashid Magomedov,def.,Rodrigo Damm,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
2095,The Ultimate Fighter Brazil 3 Finale: Miocic vs. Maldonado,Lightweight,Elias Silverio,def.,Ernest Chavez,3,4:21,Submission (rear-naked choke)
2096,The Ultimate Fighter Brazil 3 Finale: Miocic vs. Maldonado,Welterweight,Gasan Umalatov,def.,Paulo Thiago,3,5:00,"Decision (unanimous) (30–27, 30–27, 29–28)"
2097,The Ultimate Fighter Brazil 3 Finale: Miocic vs. Maldonado,Featherweight,Kevin Souza,def.,Mark Eddiva,2,4:52,TKO (punches)
2098,The Ultimate Fighter Brazil 3 Finale: Miocic vs. Maldonado,Middleweight,Ricardo Abreu,def.,Wagner Silva,2,1:06,Submission (rear-naked choke)
2099,The Ultimate Fighter Brazil 3 Finale: Miocic vs. Maldonado,Heavyweight,Marcos Rogério de Lima,def.,Richardson Moreira,1,0:20,KO (punches)
2100,The Ultimate Fighter Brazil 3 Finale: Miocic vs. Maldonado,Bantamweight,Pedro Munhoz,def.,Matt Hobar,1,2:47,TKO (punches)
2101,UFC Fight Night: Muñoz vs. Mousasi,Middleweight,Gegard Mousasi,def.,Mark Muñoz,1,3:57,Submission (rear-naked choke)
2102,UFC Fight Night: Muñoz vs. Mousasi,Middleweight,C.B. Dollaway,def.,Francis Carmont,3,5:00,"Decision (unanimous) (30–27, 30–27, 29–28)"
2103,UFC Fight Night: Muñoz vs. Mousasi,Middleweight,Sean Strickland,def.,Luke Barnatt,3,5:00,"Decision (split) (28–29, 30–27, 29–28)"
2104,UFC Fight Night: Muñoz vs. Mousasi,Featherweight,Niklas Bäckström,def.,Tom Niinimäki,1,4:15,Submission (rear-naked choke)
2105,UFC Fight Night: Muñoz vs. Mousasi,Lightweight,Nick Hein,def.,Drew Dober,3,5:00,"Decision (unanimous) (29–28, 30–27, 29–28)"
2106,UFC Fight Night: Muñoz vs. Mousasi,Middleweight,Magnus Cedenblad,def.,Krzysztof Jotko,2,4:59,Submission (guillotine choke)
2107,UFC Fight Night: Muñoz vs. Mousasi,Bantamweight,Iuri Alcântara,def.,Vaughan Lee,1,0:25,TKO (punches)
2108,UFC Fight Night: Muñoz vs. Mousasi,Welterweight,Peter Sobotta,def.,Pawel Pawlak,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
2109,UFC Fight Night: Muñoz vs. Mousasi,Featherweight,Maximo Blanco,def.,Andy Ogle,3,5:00,"Decision (unanimous) (29–28, 29–28, 29–28)"
2110,UFC Fight Night: Muñoz vs. Mousasi,Heavyweight,Ruslan Magomedov,def.,Viktor Pešta,3,5:00,"Decision (unanimous) (29–28, 29–28, 29–28)"
2111,UFC 173: Barão vs. Dillashaw,Bantamweight,T.J. Dillashaw,def.,Renan Barão,5,2:26,TKO (head kick and punches)
2112,UFC 173: Barão vs. Dillashaw,Light Heavyweight,Daniel Cormier,def.,Dan Henderson,3,3:53,Technical Submission (rear-naked choke)
2113,UFC 173: Barão vs. Dillashaw,Welterweight,Robbie Lawler,def.,Jake Ellenberger,3,3:06,TKO (knee and punches)
2114,UFC 173: Barão vs. Dillashaw,Bantamweight,Takeya Mizugaki,def.,Francisco Rivera,3,5:00,"Decision (unanimous) (29–28, 30–27, 30–27)"
2115,UFC 173: Barão vs. Dillashaw,Lightweight,James Krause,def.,Jamie Varner,1,5:00,TKO (ankle injury)
2116,UFC 173: Barão vs. Dillashaw,Lightweight,Michael Chiesa,def.,Francisco Trinaldo,3,5:00,"Decision (unanimous) (30–26, 30–26, 30–27)"
2117,UFC 173: Barão vs. Dillashaw,Lightweight,Tony Ferguson,def.,Katsunori Kikuno,1,4:06,TKO (punch)
2118,UFC 173: Barão vs. Dillashaw,Bantamweight,Chris Holdsworth,def.,Chico Camus,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
2119,UFC 173: Barão vs. Dillashaw,Lightweight,Mitch Clarke,def.,Al Iaquinta,2,0:57,Technical Submission (D'Arce choke)
2120,UFC 173: Barão vs. Dillashaw,Lightweight,Vinc Pichel,def.,Anthony Njokuani,3,5:00,"Decision (unanimous) (30–27, 30–27, 29–28)"
2121,UFC 173: Barão vs. Dillashaw,Featherweight,Sam Sicilia,def.,Aaron Phillips,3,5:00,"Decision (unanimous) (29–28, 29–28, 30–27)"
2122,UFC 173: Barão vs. Dillashaw,Welterweight,Li Jingliang,def.,David Michaud,3,5:00,"Decision (split) (29–28, 28–29, 30–27)"
2123,UFC Fight Night: Brown vs. Silva,Welterweight,Matt Brown,def.,Erick Silva,3,2:11,TKO (punches)
2124,UFC Fight Night: Brown vs. Silva,Middleweight,Costas Philippou,def.,Lorenz Larkin,1,3:47,KO (punch)
2125,UFC Fight Night: Brown vs. Silva,Lightweight,Daron Cruickshank,def.,Erik Koch,1,3:21,TKO (head kick and punches)
2126,UFC Fight Night: Brown vs. Silva,Welterweight,Neil Magny,def.,Tim Means,3,5:00,"Decision (unanimous) (29–28, 29–28, 30–27)"
2127,UFC Fight Night: Brown vs. Silva,Heavyweight,Soa Palelei,def.,Ruan Potts,1,2:20,KO (punches)
2128,UFC Fight Night: Brown vs. Silva,Flyweight,Chris Cariaso,def.,Louis Smolka,3,5:00,"Decision (split) (28–29, 29–28, 29–28)"
2129,UFC Fight Night: Brown vs. Silva,Middleweight,Ed Herman,def.,Rafael Natal,3,5:00,"Decision (unanimous) (30–27, 29–28, 29–28)"
2130,UFC Fight Night: Brown vs. Silva,Flyweight,Kyoji Horiguchi,def.,Darrell Montague,3,5:00,"Decision (unanimous) (30–27, 30–27, 29–28)"
2131,UFC Fight Night: Brown vs. Silva,Welterweight,Zak Cummings,def.,Yan Cabral,3,5:00,"Decision (unanimous) (29–28, 29–28, 29–28)"
2132,UFC Fight Night: Brown vs. Silva,Bantamweight,Johnny Eduardo,def.,Eddie Wineland,1,4:37,TKO (punches)
2133,UFC Fight Night: Brown vs. Silva,Featherweight,Nik Lentz,def.,Manvel Gamburyan,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
2134,UFC Fight Night: Brown vs. Silva,Lightweight,Justin Salas,def.,Ben Wall,1,2:41,KO (punches)
2135,UFC Fight Night: Brown vs. Silva,Welterweight,Albert Tumenov,def.,Anthony Lapsley,1,3:56,KO (punch)
2136,UFC 172: Jones vs. Teixeira,Light Heavyweight,Jon Jones,def.,Glover Teixeira,5,5:00,"Decision (unanimous) (50–45, 50–45, 50–45)"
2137,UFC 172: Jones vs. Teixeira,Light Heavyweight,Anthony Johnson,def.,Phil Davis,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
2138,UFC 172: Jones vs. Teixeira,Middleweight,Luke Rockhold,def.,Tim Boetsch,1,2:08,Submission (kimura)
2139,UFC 172: Jones vs. Teixeira,Lightweight,Jim Miller,def.,Yancy Medeiros,1,3:18,Technical Submission (guillotine choke)
2140,UFC 172: Jones vs. Teixeira,Featherweight,Max Holloway,def.,Andre Fili,3,3:39,Submission (guillotine choke)
2141,UFC 172: Jones vs. Teixeira,Flyweight,Joseph Benavidez,def.,Tim Elliott,1,4:08,Submission (guillotine choke)
2142,UFC 172: Jones vs. Teixeira,Lightweight,Takanori Gomi,def.,Isaac Vallie-Flagg,3,5:00,"Decision (unanimous) (29–28, 29–28, 29–28)"
2143,UFC 172: Jones vs. Teixeira,Women's Bantamweight,Bethe Correia,def.,Jessamyn Duke,3,5:00,"Decision (unanimous) (30–27, 29–28, 30–27)"
2144,UFC 172: Jones vs. Teixeira,Lightweight,Danny Castillo,def.,Charlie Brenneman,2,0:21,KO (punch)
2145,UFC 172: Jones vs. Teixeira,Bantamweight,Chris Beal,def.,Patrick Williams,2,1:51,KO (flying knee)
2146,UFC on Fox: Werdum vs. Browne,Heavyweight,Fabrício Werdum,def.,Travis Browne,5,5:00,"Decision (unanimous) (49–46, 50–45, 50–45)"
2147,UFC on Fox: Werdum vs. Browne,Women's Bantamweight,Miesha Tate,def.,Liz Carmouche,3,5:00,"Decision (unanimous) (29–28, 29–28, 29–28)"
2148,UFC on Fox: Werdum vs. Browne,Lightweight,Donald Cerrone,def.,Edson Barboza,1,3:15,Submission (rear-naked choke)
2149,UFC on Fox: Werdum vs. Browne,Middleweight,Yoel Romero,def.,Brad Tavares,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
2150,UFC on Fox: Werdum vs. Browne,Lightweight,Khabib Nurmagomedov,def.,Rafael dos Anjos,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
2151,UFC on Fox: Werdum vs. Browne,Welterweight,Thiago Alves,def.,Seth Baczynski,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
2152,UFC on Fox: Werdum vs. Browne,Lightweight,Jorge Masvidal,def.,Pat Healy,3,5:00,"Decision (unanimous) (30–27, 30–27, 29–28)"
2153,UFC on Fox: Werdum vs. Browne,Featherweight,Alex White,def.,Estevan Payan,1,1:28,TKO (punches)
2154,UFC on Fox: Werdum vs. Browne,Middleweight,Caio Magalhães,def.,Luke Zachrich,1,0:44,TKO (punches)
2155,UFC on Fox: Werdum vs. Browne,Welterweight,Jordan Mein,def.,Hernani Perpétuo,3,5:00,"Decision (split) (28–29, 29–28, 29–28)"
2156,UFC on Fox: Werdum vs. Browne,Flyweight,Dustin Ortiz,def.,Ray Borg,3,5:00,"Decision (split) (28–29, 29–28, 29–28)"
2157,UFC on Fox: Werdum vs. Browne,Featherweight,Mirsad Bektić,def.,Chas Skelly,3,5:00,"Decision (majority) (29–27, 29–27, 28–28)"
2158,UFC on Fox: Werdum vs. Browne,Heavyweight,Derrick Lewis,def.,Jack May,1,4:23,TKO (punches)
2159,The Ultimate Fighter Nations Finale: Bisping vs. Kennedy,Middleweight,Tim Kennedy,def.,Michael Bisping,5,5:00,"Decision (unanimous) (49–46, 49–46, 50–45)"
2160,The Ultimate Fighter Nations Finale: Bisping vs. Kennedy,Welterweight,Patrick Côté,def.,Kyle Noke,3,5:00,"Decision (unanimous) (29–28, 29–28, 30–27)"
2161,The Ultimate Fighter Nations Finale: Bisping vs. Kennedy,Middleweight,Elias Theodorou,def.,Sheldon Westcott,2,4:41,TKO (punches and elbows)
2162,The Ultimate Fighter Nations Finale: Bisping vs. Kennedy,Welterweight,Chad Laprise,def.,Olivier Aubin-Mercier,3,5:00,"Decision (split) (28–29, 29–28, 30–27)"
2163,The Ultimate Fighter Nations Finale: Bisping vs. Kennedy,Featherweight,Dustin Poirier,def.,Akira Corassani,2,0:42,TKO (punches)
2164,The Ultimate Fighter Nations Finale: Bisping vs. Kennedy,Welterweight,K.J. Noons,def.,Sam Stout,1,0:30,KO (punches)
2165,The Ultimate Fighter Nations Finale: Bisping vs. Kennedy,Women's Bantamweight,Sarah Kaufman,def.,Leslie Smith,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
2166,The Ultimate Fighter Nations Finale: Bisping vs. Kennedy,Light Heavyweight,Ryan Jimmo,def.,Sean O'Connell,1,4:27,KO (punches)
2167,The Ultimate Fighter Nations Finale: Bisping vs. Kennedy,Bantamweight,George Roop,def.,Dustin Kimura,3,5:00,"Decision (unanimous) (29–28, 30–27, 29–26)"
2168,The Ultimate Fighter Nations Finale: Bisping vs. Kennedy,Lightweight,Mark Bocek,def.,Mike De La Torre,3,5:00,"Decision (split) (28–29, 30–27, 29–28)"
2169,The Ultimate Fighter Nations Finale: Bisping vs. Kennedy,Middleweight,Nordine Taleb,def.,Vik Grujic,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
2170,The Ultimate Fighter Nations Finale: Bisping vs. Kennedy,Welterweight,Richard Walsh,def.,Chris Indich,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
2171,The Ultimate Fighter Nations Finale: Bisping vs. Kennedy,Bantamweight,Mitch Gagnon,def.,Tim Gorman,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
2172,UFC Fight Night: Nogueira vs. Nelson,Heavyweight,Roy Nelson,def.,Antônio Rodrigo Nogueira,1,3:37,KO (punch)
2173,UFC Fight Night: Nogueira vs. Nelson,Featherweight,Clay Guida,def.,Tatsuya Kawajiri,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
2174,UFC Fight Night: Nogueira vs. Nelson,Welterweight,Ryan LaFlare,def.,John Howard,3,5:00,"Decision (unanimous) (29–28, 29–28, 29–28)"
2175,UFC Fight Night: Nogueira vs. Nelson,Lightweight,Ramsey Nijem,def.,Beneil Dariush,1,4:20,TKO (punches)
2176,UFC Fight Night: Nogueira vs. Nelson,Heavyweight,Jared Rosholt,def.,Daniel Omielańczuk,3,5:00,"Decision (unanimous) (30–27, 30–26, 30–27)"
2177,UFC Fight Night: Nogueira vs. Nelson,Middleweight,Thales Leites,def.,Trevor Smith,1,0:45,TKO (punches)
2178,UFC Fight Night: Nogueira vs. Nelson,Featherweight,Jim Alers,def.,Alan Omer,3,5:00,"Decision (split) (29–28, 28–29, 29–28)"
2179,UFC Fight Night: Nogueira vs. Nelson,Bantamweight,Rani Yahya,vs.,Johnny Bedford,1,0:39,No Contest (accidental headbutt)
2180,UFC Fight Night: Shogun vs. Henderson 2,Light Heavyweight,Dan Henderson,def.,Maurício Rua,3,3:27,TKO (punches)
2181,UFC Fight Night: Shogun vs. Henderson 2,Middleweight,C.B. Dollaway,def.,Cezar Ferreira,1,0:39,TKO (punches)
2182,UFC Fight Night: Shogun vs. Henderson 2,Lightweight,Leonardo Santos,vs.,Norman Parke,3,5:00,"Draw (majority) (29–27, 28–28, 28–28)"
2183,UFC Fight Night: Shogun vs. Henderson 2,Light Heavyweight,Fábio Maldonado,def.,Gian Villante,3,5:00,"Decision (unanimous) (29–27, 29–28, 29–28)"
2184,UFC Fight Night: Shogun vs. Henderson 2,Lightweight,Michel Prazeres,def.,Mairbek Taisumov,3,5:00,"Decision (unanimous) (30–25, 30–25, 30–25)"
2185,UFC Fight Night: Shogun vs. Henderson 2,Featherweight,Rony Jason,def.,Steven Siler,1,1:17,TKO (punches)
2186,UFC Fight Night: Shogun vs. Henderson 2,Catchweight (190 lbs),Thiago Santos,def.,Ronny Markes,1,0:53,TKO (body kick and punches)
2187,UFC Fight Night: Shogun vs. Henderson 2,Flyweight,Jussier Formiga,def.,Scott Jorgensen,1,3:07,Submission (rear-naked choke)
2188,UFC Fight Night: Shogun vs. Henderson 2,Welterweight,Kenny Robertson,def.,Thiago Perpétuo,1,1:45,Submission (rear-naked choke)
2189,UFC Fight Night: Shogun vs. Henderson 2,Light Heavyweight,Hans Stringer,def.,Francimar Barroso,3,5:00,"Decision (split) (29–28, 28–29, 29–28)"
2190,UFC Fight Night: Shogun vs. Henderson 2,Featherweight,Godofredo Pepey,def.,Noad Lahat,1,2:39,KO (flying knee)
2191,UFC 171: Hendricks vs. Lawler,Welterweight,Johny Hendricks,def.,Robbie Lawler,5,5:00,"Decision (unanimous) (48–47, 48–47, 48–47)"
2192,UFC 171: Hendricks vs. Lawler,Welterweight,Tyron Woodley,def.,Carlos Condit,2,2:00,TKO (knee injury)
2193,UFC 171: Hendricks vs. Lawler,Lightweight,Myles Jury,def.,Diego Sanchez,3,5:00,"Decision (unanimous) (30–27, 30–27, 29–28)"
2194,UFC 171: Hendricks vs. Lawler,Welterweight,Hector Lombard,def.,Jake Shields,3,5:00,"Decision (unanimous) (30–27, 30–27, 29–28)"
2195,UFC 171: Hendricks vs. Lawler,Light Heavyweight,Ovince Saint Preux,def.,Nikita Krylov,1,1:29,Technical Submission (Von Flue choke)
2196,UFC 171: Hendricks vs. Lawler,Welterweight,Kelvin Gastelum,def.,Rick Story,3,5:00,"Decision (split) (28–29, 29–28, 30–27)"
2197,UFC 171: Hendricks vs. Lawler,Women's Bantamweight,Jéssica Andrade,def.,Raquel Pennington,3,5:00,"Decision (split) (29–28, 28–29, 29–28)"
2198,UFC 171: Hendricks vs. Lawler,Featherweight,Dennis Bermudez,def.,Jimy Hettes,3,2:57,TKO (punches and knee)
2199,UFC 171: Hendricks vs. Lawler,Welterweight,Alex Garcia,def.,Sean Spencer,3,5:00,"Decision (split) (29–28, 28–29, 30–27)"
2200,UFC 171: Hendricks vs. Lawler,Catchweight (157 lbs),Francisco Trevino,def.,Renee Forte,3,5:00,"Decision (unanimous) (29–28, 29–28, 29–28)"
2201,UFC 171: Hendricks vs. Lawler,Flyweight,Justin Scoggins,def.,Will Campuzano,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
2202,UFC 171: Hendricks vs. Lawler,Middleweight,Sean Strickland,def.,Bubba McDaniel,1,4:33,Submission (rear-naked choke)
2203,UFC 171: Hendricks vs. Lawler,Featherweight,Rob Whiteford,def.,Daniel Pineda,3,5:00,"Decision (unanimous) (30–27, 29–28, 29–28)"
2204,UFC Fight Night: Gustafsson vs. Manuwa,Light Heavyweight,Alexander Gustafsson,def.,Jimi Manuwa,2,1:18,TKO (knee and punches)
2205,UFC Fight Night: Gustafsson vs. Manuwa,Lightweight,Michael Johnson,def.,Melvin Guillard,3,5:00,"Decision (unanimous) (30–27, 30–27, 29–28)"
2206,UFC Fight Night: Gustafsson vs. Manuwa,Flyweight,Brad Pickett,def.,Neil Seery,3,5:00,"Decision (unanimous) (30–27, 30–27, 29–28)"
2207,UFC Fight Night: Gustafsson vs. Manuwa,Welterweight,Gunnar Nelson,def.,Omari Akhmedov,1,4:36,Submission (guillotine choke)
2208,UFC Fight Night: Gustafsson vs. Manuwa,Light Heavyweight,Ilir Latifi,def.,Cyrille Diabaté,1,3:02,"Submission (ninja choke)<sup class=""reference"" id=""cite_ref-13""><a href=""#cite_note-13"">[13]</a></sup>"
2209,UFC Fight Night: Gustafsson vs. Manuwa,Middleweight,Luke Barnatt,def.,Mats Nilsson,1,4:24,TKO (head kick and punches)
2210,UFC Fight Night: Gustafsson vs. Manuwa,Middleweight,Cláudio Silva,def.,Brad Scott,3,5:00,"Decision (unanimous) (29–28, 29–28, 29–28)"
2211,UFC Fight Night: Gustafsson vs. Manuwa,Welterweight,Igor Araújo,def.,Danny Mitchell,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
2212,UFC Fight Night: Gustafsson vs. Manuwa,Flyweight,Louis Gaudinot,vs.,Phil Harris,1,1:13,No Contest (overturned)
2213,The Ultimate Fighter China Finale: Kim vs. Hathaway,Welterweight,Dong Hyun Kim,def.,John Hathaway,3,1:02,KO (spinning back elbow)
2214,The Ultimate Fighter China Finale: Kim vs. Hathaway,Welterweight,Zhang Lipeng,def.,Wang Sai,3,5:00,"Decision (split) (29–28, 27–30, 29–28)"
2215,The Ultimate Fighter China Finale: Kim vs. Hathaway,Heavyweight,Matt Mitrione,def.,Shawn Jordan,1,4:59,KO (punches)
2216,The Ultimate Fighter China Finale: Kim vs. Hathaway,Featherweight,Hatsu Hioki,def.,Ivan Menjivar,3,5:00,"Decision (unanimous) (29–28, 29–28, 29–28)"
2217,The Ultimate Fighter China Finale: Kim vs. Hathaway,Lightweight,Yui Chul Nam,def.,Kazuki Tokudome,3,5:00,"Decision (split) (29–27, 27–28, 29–28)"
2218,The Ultimate Fighter China Finale: Kim vs. Hathaway,Bantamweight,Vaughan Lee,def.,Nam Phan,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–26)"
2219,The Ultimate Fighter China Finale: Kim vs. Hathaway,Welterweight,Wang Anying,def.,Albert Cheng,1,5:00,TKO (doctor stoppage)
2220,The Ultimate Fighter China Finale: Kim vs. Hathaway,Featherweight,Mark Eddiva,def.,Jumabieke Tuerxun,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
2221,UFC 170: Rousey vs. McMann,Women's Bantamweight,Ronda Rousey,def.,Sara McMann,1,1:06,TKO (knee to the body)
2222,UFC 170: Rousey vs. McMann,Light Heavyweight,Daniel Cormier,def.,Patrick Cummins,1,1:19,TKO (punches)
2223,UFC 170: Rousey vs. McMann,Welterweight,Rory MacDonald,def.,Demian Maia,3,5:00,"Decision (unanimous) (29–28, 29–28, 29–28)"
2224,UFC 170: Rousey vs. McMann,Welterweight,Mike Pyle,def.,TJ Waldburger,3,4:03,TKO (elbows and punches)
2225,UFC 170: Rousey vs. McMann,Welterweight,Stephen Thompson,def.,Robert Whittaker,1,3:43,TKO (punches)
2226,UFC 170: Rousey vs. McMann,Women's Bantamweight,Alexis Davis,def.,Jessica Eye,3,5:00,"Decision (split) (28–29, 29–28, 29–28)"
2227,UFC 170: Rousey vs. McMann,Bantamweight,Raphael Assunção,def.,Pedro Munhoz,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
2228,UFC 170: Rousey vs. McMann,Bantamweight,Aljamain Sterling,def.,Cody Gibson,3,5:00,"Decision (unanimous) (29–28, 29–28, 29–28)"
2229,UFC 170: Rousey vs. McMann,Flyweight,Zach Makovsky,def.,Josh Sampo,3,5:00,"Decision (unanimous) (30–27, 30–27, 29–28)"
2230,UFC 170: Rousey vs. McMann,Lightweight,Erik Koch,def.,Rafaello Oliveira,1,1:24,TKO (punches)
2231,UFC 170: Rousey vs. McMann,Lightweight,Ernest Chavez,def.,Yosdenis Cedeno,3,5:00,"Decision (split) (28–29, 29–28, 30–27)"
2232,UFC Fight Night: Machida vs. Mousasi,Middleweight,Lyoto Machida,def.,Gegard Mousasi,5,5:00,"Decision (unanimous) (49–46, 50–45, 50–45)"
2233,UFC Fight Night: Machida vs. Mousasi,Middleweight,Ronaldo Souza,def.,Francis Carmont,3,5:00,"Decision (unanimous) (29–28, 29–28, 30–27)"
2234,UFC Fight Night: Machida vs. Mousasi,Welterweight,Erick Silva,def.,Takenori Sato,1,0:52,KO (punches)
2235,UFC Fight Night: Machida vs. Mousasi,Welterweight,Nico Musoke,def.,Viscardi Andrade,3,5:00,"Decision (unanimous) (29–28, 29–28, 29–28)"
2236,UFC Fight Night: Machida vs. Mousasi,Featherweight,Charles Oliveira,def.,Andy Ogle,3,2:40,Submission (triangle choke)
2237,UFC Fight Night: Machida vs. Mousasi,Lightweight,Joe Proctor,def.,Cristiano Marcello,3,5:00,"Decision (unanimous) (29–28, 30–27, 29–28)"
2238,UFC Fight Night: Machida vs. Mousasi,Lightweight,Rodrigo Damm,def.,Ivan Jorge,3,5:00,"Decision (unanimous) (29–28, 29–28, 29–28)"
2239,UFC Fight Night: Machida vs. Mousasi,Lightweight,Francisco Trinaldo,def.,Jesse Ronson,3,5:00,"Decision (split) (28–29, 29–28, 30–27)"
2240,UFC Fight Night: Machida vs. Mousasi,Bantamweight,Iuri Alcântara,def.,Wilson Reis,3,5:00,"Decision (split) (28–29, 30–27, 30–27)"
2241,UFC Fight Night: Machida vs. Mousasi,Featherweight,Felipe Arantes,def.,Maximo Blanco,3,5:00,"Decision (unanimous) (29–27, 29–27, 29–27)"
2242,UFC Fight Night: Machida vs. Mousasi,Welterweight,Ildemar Alcântara,def.,Albert Tumenov,3,5:00,"Decision (split) (28–29, 29–28, 30–27)"
2243,UFC Fight Night: Machida vs. Mousasi,Featherweight,Zubaira Tukhugov,def.,Douglas Silva de Andrade,3,5:00,"Decision (unanimous) (30–27, 29–28, 30–27)"
2244,UFC 169: Barão vs. Faber II,Bantamweight,Renan Barão,def.,Urijah Faber,1,3:42,TKO (punches)
2245,UFC 169: Barão vs. Faber II,Featherweight,José Aldo,def.,Ricardo Lamas,5,5:00,"Decision (unanimous) (49–46, 49–46, 49–46)"
2246,UFC 169: Barão vs. Faber II,Heavyweight,Alistair Overeem,def.,Frank Mir,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
2247,UFC 169: Barão vs. Faber II,Flyweight,Ali Bagautinov,def.,John Lineker,3,5:00,"Decision (unanimous) (29–28, 29–28, 29–28)"
